key,value
"White",112207
"Black or African American",87265
"Unknown",13974
"Not Specified",12980
"American Indian or Alaska Native",2832
"Asian",1633
"Native Hawaiian or Other Pacific Islander",101
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
