key,value
"White",138509
"Black or African American",86623
"Unknown",6804
"American Indian or Alaska Native",2413
"Asian",1894
"Native Hawaiian or Other Pacific Islander",92
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
