key,value
"White",104189
"Black or African American",81793
"Unknown",10970
"Not Specified",10215
"American Indian or Alaska Native",2117
"Asian",1596
"Native Hawaiian or Other Pacific Islander",6
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
