key,value
"White",124155
"Black or African American",75347
"Unknown",5277
"American Indian or Alaska Native",1797
"Asian",1535
"Native Hawaiian or Other Pacific Islander",2
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
