key,value
"White",161307
"Black or African American",103487
"Unknown",9075
"American Indian or Alaska Native",3119
"Asian",2804
"Native Hawaiian or Other Pacific Islander",1131
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
