key,value
"White",129523
"Black or African American",101741
"Unknown",18684
"Not Specified",14396
"American Indian or Alaska Native",3506
"Asian",2476
"Native Hawaiian or Other Pacific Islander",949
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
