key,value
"White",386231
"Black or African American",274750
"Unknown",25006
"American Indian or Alaska Native",10452
"Asian",9347
"Native Hawaiian or Other Pacific Islander",2384
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
