key,value
"White",116720
"Black or African American",90451
"Unknown",15451
"Not Specified",14339
"American Indian or Alaska Native",2850
"Asian",1835
"Native Hawaiian or Other Pacific Islander",118
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
