key,value
"White",145502
"Black or African American",92309
"Unknown",7379
"American Indian or Alaska Native",2495
"Asian",2246
"Native Hawaiian or Other Pacific Islander",109
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
