key,value
"White",105662
"Black or African American",81179
"Unknown",12350
"Not Specified",11136
"American Indian or Alaska Native",2495
"Asian",1601
"Native Hawaiian or Other Pacific Islander",80
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
