key,value
"White",128389
"Black or African American",78894
"Unknown",6247
"American Indian or Alaska Native",2166
"Asian",1785
"Native Hawaiian or Other Pacific Islander",61
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
