key,value
"White",117598
"Black or African American",72188
"Unknown",5073
"American Indian or Alaska Native",1946
"Asian",1515
"Native Hawaiian or Other Pacific Islander",11
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
