key,value
"White",98325
"Black or African American",77392
"Unknown",10617
"Not Specified",9538
"American Indian or Alaska Native",2294
"Asian",1440
"Native Hawaiian or Other Pacific Islander",20
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
