key,value
"White",257099
"Black or African American",231141
"Not Specified",58139
"Unknown",45874
"American Indian or Alaska Native",9927
"Asian",5101
"Native Hawaiian or Other Pacific Islander",2052
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
