key,value
"White",254849
"Black or African American",198105
"Unknown",14950
"American Indian or Alaska Native",5710
"Asian",4491
"Native Hawaiian or Other Pacific Islander",1384
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
