key,value
"White",100434
"Black or African American",80787
"Unknown",10797
"Not Specified",9394
"American Indian or Alaska Native",1958
"Asian",1459
"Native Hawaiian or Other Pacific Islander",3
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
