key,value
"White",118324
"Black or African American",73060
"Unknown",4659
"American Indian or Alaska Native",1581
"Asian",1385
"Native Hawaiian or Other Pacific Islander",1
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
