key,value
"White",121061
"Black or African American",74998
"Unknown",4762
"American Indian or Alaska Native",1563
"Asian",1387
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Native Hawaiian or Other Pacific Islander",0
"Not Specified",0
