key,value
"White",152917
"Black or African American",128458
"Unknown",23901
"Not Specified",21667
"American Indian or Alaska Native",4279
"Asian",2798
"Native Hawaiian or Other Pacific Islander",1608
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
