key,value
"White",194920
"Black or African American",136060
"Unknown",10864
"American Indian or Alaska Native",4133
"Asian",3456
"Native Hawaiian or Other Pacific Islander",1994
"Asian, Native Hawaiian, or Other Pacific Islander",0
"Multiple",0
"Not Specified",0
